index,dataset_name,display_name,reverse,reverse_bool,split,shape,phenotype,cleaned_phenotype,screen_rationale,screen_type,screen_category,library_methodology,cell_type,cell_line,num_genes,publication_year,author,source_id,umap_x_ground_truth,umap_y_ground_truth,umap_x_ground_truth_train_fitted,umap_y_ground_truth_train_fitted
89,224,224 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Carcinoma,VM-CUB-1,17637,2017,Meyers RM (2017),29083409,4.092141628265381,-5.37022590637207,0.8607991933822632,7.953607559204102
90,225,225 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Transitional Cell Carcinoma Cell Line,UM-UC-3,17637,2017,Meyers RM (2017),29083409,3.570692300796509,-5.065773963928223,1.908650517463684,8.103915214538574
91,226,226 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Medulloblastoma Cell Line,D283 Med,17637,2017,Meyers RM (2017),29083409,2.847817897796631,-4.098674297332764,3.110154628753662,8.32794189453125
92,227,227 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovary Adenocarcinoma Cell Line,EFO-27,17637,2017,Meyers RM (2017),29083409,4.094466209411621,-4.860876560211182,1.0503171682357788,8.274616241455078
93,228,228 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,ES-2,17637,2017,Meyers RM (2017),29083409,3.8633480072021484,-5.660567760467529,0.9098426699638367,7.636850833892822
94,229,229 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Meningioma Cell Line,F5,17637,2017,Meyers RM (2017),29083409,4.128604888916016,-4.760216236114502,1.6243730783462524,8.591163635253906
95,230,230 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Gastric Cancer Cell Line,Fu97,17637,2017,Meyers RM (2017),29083409,2.8760135173797607,-4.699278354644775,2.5312342643737793,7.909495830535889
96,232,232 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioma Cell Line,H4,17637,2017,Meyers RM (2017),29083409,2.912855386734009,-5.0798420906066895,2.185710906982422,7.450867176055908
97,233,233 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Mammary Gland Tumor Cell Line,HCC1395,17637,2017,Meyers RM (2017),29083409,2.832399845123291,-4.821434497833252,2.6535189151763916,7.752673149108887
98,234,234 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Mammary Gland Tumor Cell Line,HCC1937,17637,2017,Meyers RM (2017),29083409,3.887917995452881,-5.146946907043457,1.4870402812957764,7.937325477600098
99,235,235 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Cancer Cell Line,HCC1954,17637,2017,Meyers RM (2017),29083409,3.3111891746520996,-4.915482044219971,1.9101207256317139,7.972928047180176
100,236,236 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Non-Small Cell Lung Adenocarcinoma Cell Line,HCC827,17637,2017,Meyers RM (2017),29083409,3.902176856994629,-5.255565166473389,1.0009454488754272,8.001712799072266
101,237,237 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Squamous Cell Carcinoma Cell Line,HCC95,17637,2017,Meyers RM (2017),29083409,3.810649871826172,-4.484105110168457,1.691808819770813,8.781929016113281
102,238,238 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Uterine Adenocarcinoma Cell Line,HEC-1-A,17637,2017,Meyers RM (2017),29083409,3.482957601547241,-4.747309684753418,1.891573190689087,8.17672348022461
103,239,239 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Uterine Adenocarcinoma Cell Line,HEC-1-B,17637,2017,Meyers RM (2017),29083409,3.21620512008667,-5.7170820236206055,1.560037612915039,7.012261867523193
104,240,240 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Non-Small Cell Lung Adenocarcinoma Cell Line,HOP-62,17637,2017,Meyers RM (2017),29083409,3.6488733291625977,-5.577868461608887,1.3727424144744873,7.618691921234131
105,241,241 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Cancer Cell Line,Hs 766T,17637,2017,Meyers RM (2017),29083409,4.021744251251221,-5.424907207489014,1.1290591955184937,7.748767852783203
106,242,242 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Cancer Cell Line,HT115,17637,2017,Meyers RM (2017),29083409,3.8853306770324707,-5.199357986450195,0.9895774722099304,7.9851179122924805
107,243,243 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Urinary Bladder Cancer Cell Line,HT-1197,17637,2017,Meyers RM (2017),29083409,3.6478006839752197,-5.0457963943481445,1.6712478399276733,8.065997123718262
108,244,244 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Urinary Bladder Cancer Cell Line,HT-1376,17637,2017,Meyers RM (2017),29083409,3.0474631786346436,-4.826735496520996,2.3597540855407715,8.06230640411377
109,245,245 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,IPC-298,17637,2017,Meyers RM (2017),29083409,4.0591912269592285,-4.797637939453125,1.2121436595916748,8.178033828735352
110,246,246 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Cancer Cell Line,KM12,17637,2017,Meyers RM (2017),29083409,3.9436566829681396,-4.932717323303223,1.1250336170196533,8.44612979888916
111,247,247 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,IGR-39,17637,2017,Meyers RM (2017),29083409,2.8878347873687744,-5.572264194488525,1.9417898654937744,6.891964435577393
112,248,248 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Adenocarcinoma Cell Line,HCC-56,17637,2017,Meyers RM (2017),29083409,3.2796146869659424,-4.56608772277832,2.311974048614502,8.317818641662598
113,249,249 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Cancer Cell Line,HCC202,17637,2017,Meyers RM (2017),29083409,2.6508235931396484,-4.690639495849609,2.907419204711914,7.789308547973633
114,250,250 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Cancer Cell Line,HCC1143,17637,2017,Meyers RM (2017),29083409,3.496999502182007,-4.7744574546813965,1.9118918180465698,8.30178165435791
115,251,251 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,HCC1359,17637,2017,Meyers RM (2017),29083409,3.1415724754333496,-5.658942222595215,1.5868558883666992,7.080000400543213
116,252,252 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,HCC1419,17637,2017,Meyers RM (2017),29083409,2.7525153160095215,-4.575743198394775,2.9531681537628174,7.896487236022949
117,253,253 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Cancer Cell Line,HCC1428,17637,2017,Meyers RM (2017),29083409,3.3917360305786133,-4.418393611907959,2.290174961090088,8.466374397277832
118,254,254 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,HCC15,17637,2017,Meyers RM (2017),29083409,3.155057191848755,-4.790040493011475,2.3186569213867188,8.101263999938965
119,255,255 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,HCC1806,17637,2017,Meyers RM (2017),29083409,3.415536880493164,-5.547281265258789,1.3859314918518066,7.360043525695801
120,256,256 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Gastric Cancer Cell Line,HGC-27,17637,2017,Meyers RM (2017),29083409,3.1924099922180176,-5.377170562744141,1.8629229068756104,7.258986473083496
121,257,257 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatocellular Carcinoma,HLF,17637,2017,Meyers RM (2017),29083409,3.1661367416381836,-5.784982681274414,1.4578315019607544,7.0102410316467285
122,258,258 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Cancer Cell Line,HMC-1-8,17637,2017,Meyers RM (2017),29083409,3.961425304412842,-4.91842794418335,1.4597907066345215,7.955408573150635
123,259,259 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,Hs 294T,17637,2017,Meyers RM (2017),29083409,3.981175661087036,-4.646360874176025,1.5659146308898926,8.456175804138184
124,260,260 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Mammary Gland Tumor Cell Line,Hs 578T,17637,2017,Meyers RM (2017),29083409,3.884036064147949,-5.729255199432373,1.0038565397262573,7.552513122558594
125,261,261 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioma Cell Line,Hs 683,17637,2017,Meyers RM (2017),29083409,3.1795287132263184,-5.773841857910156,1.6368162631988525,7.199621200561523
126,262,262 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,Hs 695T,17637,2017,Meyers RM (2017),29083409,3.0971617698669434,-4.32860803604126,2.5601518154144287,7.155716896057129
127,263,263 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Rhabdomyosarcoma Cell Line,Hs 729.T,17637,2017,Meyers RM (2017),29083409,3.734614133834839,-5.589313983917236,1.2061195373535156,7.595498085021973
128,264,264 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,Hs 944.T,17637,2017,Meyers RM (2017),29083409,3.229442834854126,-5.516377925872803,1.5850021839141846,7.222189426422119
129,265,265 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Oral Squamous Cell Carcinoma Cell Line,HSC-3,17637,2017,Meyers RM (2017),29083409,2.737820625305176,-5.3449625968933105,2.0949535369873047,7.149045467376709
130,266,266 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Fibrosarcoma Cell Line,HT-1080,17637,2017,Meyers RM (2017),29083409,3.873430013656616,-5.421057224273682,1.0254018306732178,7.604739189147949
131,267,267 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,HT-144,17637,2017,Meyers RM (2017),29083409,3.204258918762207,-4.180226802825928,2.7363922595977783,7.314828872680664
132,268,268 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colorectal Cancer Cell Line,HT-55,17637,2017,Meyers RM (2017),29083409,3.632730007171631,-4.586568832397461,1.7826937437057495,8.492209434509277
133,269,269 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatoma Cell Line,HuH-1,17637,2017,Meyers RM (2017),29083409,3.2228214740753174,-5.45970344543457,1.5275441408157349,7.202187538146973
134,270,270 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatoblastoma Cell Line,HuH-6,17637,2017,Meyers RM (2017),29083409,3.4500887393951416,-4.910711288452148,1.7206618785858154,7.889371395111084
135,271,271 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Hepatoma Cell Line,HuH-7,17637,2017,Meyers RM (2017),29083409,3.6423707008361816,-4.807319641113281,1.6557389497756958,8.432748794555664
136,272,272 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,HuP-T3,17637,2017,Meyers RM (2017),29083409,4.213784694671631,-4.867339134216309,1.2955905199050903,8.364598274230957
