,dataset_name,phenotype,cleaned_phenotype,condition_clause,cell_type,cell_line,screen_type,library_methodology,screen_category,num_genes,author,source_id,split,n_hits,n_pos,n_neg,cluster,name
98,234,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,HCC1937,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1919,1919,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
99,235,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,HCC1954,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1799,1799,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
100,236,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Adenocarcinoma Cell Line,HCC827,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2152,2152,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
101,237,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Squamous Cell Carcinoma Cell Line,HCC95,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1751,1751,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
102,238,decreases cell proliferation,Fitness / Proliferation / Viability,,Uterine Adenocarcinoma Cell Line,HEC-1-A,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1588,1588,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
103,239,decreases cell proliferation,Fitness / Proliferation / Viability,,Uterine Adenocarcinoma Cell Line,HEC-1-B,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1662,1662,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
104,240,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Adenocarcinoma Cell Line,HOP-62,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1943,1943,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
105,241,decreases cell proliferation,Fitness / Proliferation / Viability,,Pancreatic Cancer Cell Line,Hs 766T,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2128,2128,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
106,242,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Cancer Cell Line,HT115,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2099,2099,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
107,243,decreases cell proliferation,Fitness / Proliferation / Viability,,Urinary Bladder Cancer Cell Line,HT-1197,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1855,1855,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
108,244,decreases cell proliferation,Fitness / Proliferation / Viability,,Urinary Bladder Cancer Cell Line,HT-1376,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1525,1525,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
109,245,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,IPC-298,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2148,2148,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
110,246,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Cancer Cell Line,KM12,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2034,2034,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
111,247,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,IGR-39,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1678,1678,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
112,248,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Adenocarcinoma Cell Line,HCC-56,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2089,2089,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
113,249,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,HCC202,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1546,1546,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
114,250,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,HCC1143,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1739,1739,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
115,251,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,HCC1359,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1752,1752,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
116,252,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,HCC1419,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1563,1563,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
117,253,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,HCC1428,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2019,2019,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
118,254,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Cancer Cell Line,HCC15,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1567,1567,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
119,255,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,HCC1806,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2038,2038,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
120,256,decreases cell proliferation,Fitness / Proliferation / Viability,,Gastric Cancer Cell Line,HGC-27,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1742,1742,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
121,257,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatocellular Carcinoma,HLF,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1658,1658,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
122,258,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,HMC-1-8,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2036,2036,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
123,259,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,Hs 294T,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1991,1991,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
124,260,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,Hs 578T,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2068,2068,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
125,261,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioma Cell Line,Hs 683,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1856,1856,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
126,262,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,Hs 695T,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1458,1458,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
127,263,decreases cell proliferation,Fitness / Proliferation / Viability,,Rhabdomyosarcoma Cell Line,Hs 729.T,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1990,1990,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
128,264,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,Hs 944.T,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2100,2100,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
129,265,decreases cell proliferation,Fitness / Proliferation / Viability,,Oral Squamous Cell Carcinoma Cell Line,HSC-3,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1476,1476,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
130,266,decreases cell proliferation,Fitness / Proliferation / Viability,,Fibrosarcoma Cell Line,HT-1080,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1957,1957,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
131,267,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,HT-144,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1825,1825,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
132,268,decreases cell proliferation,Fitness / Proliferation / Viability,,Colorectal Cancer Cell Line,HT-55,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1686,1686,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
133,269,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatoma Cell Line,HuH-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1954,1954,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
134,270,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatoblastoma Cell Line,HuH-6,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1975,1975,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
135,271,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatoma Cell Line,HuH-7,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2045,2045,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
136,272,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,HuP-T3,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2350,2350,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
137,273,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,IGR-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2185,2185,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
138,274,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,IMR-32,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1311,1311,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
139,275,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,CJM,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2064,2064,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
140,276,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,D341 Med,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1903,1903,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
141,277,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,DAN-G,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2206,2206,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
142,278,decreases cell proliferation,Fitness / Proliferation / Viability,,Medulloblastoma Cell Line,Daoy,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1974,1974,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
143,279,decreases cell proliferation,Fitness / Proliferation / Viability,,Lymphoma or Leukaemia Cell Line,Detroit 562,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1327,1327,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
144,280,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,DK-MG,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1665,1665,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
145,281,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Adenocarcinoma Cell Line,DLD-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2289,2289,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
146,282,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,DU4475,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1250,1250,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
147,283,decreases cell proliferation,Fitness / Proliferation / Viability,,Breast Cancer Cell Line,EFM-19,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1829,1829,0,7,"Fitness/Viability · Neuroblastoma · GSTT2B, MTRNR2L8, ARGFX"
148,284,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,EFO-21,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1741,1741,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
149,285,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Adenocarcinoma Cell Line,EKVX,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2220,2220,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
150,286,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,EPLC-272H,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1745,1745,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
151,287,decreases cell proliferation,Fitness / Proliferation / Viability,,Endometrial Cancer Cell Line,ESS-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2067,2067,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
152,288,decreases cell proliferation,Fitness / Proliferation / Viability,,Hypopharyngeal Squamous Cell Carcinoma Cell Line,FaDu,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1728,1728,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
153,289,decreases cell proliferation,Fitness / Proliferation / Viability,,Osteosarcoma Cell Line,G-292 clone A141B1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1853,1853,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
154,290,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,GaMG,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1897,1897,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
155,291,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,GB-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2121,2121,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
156,292,decreases cell proliferation,Fitness / Proliferation / Viability,,Gastric Adenocarcinoma Cell Line,GCIY,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2269,2269,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
157,293,decreases cell proliferation,Fitness / Proliferation / Viability,,Gliosarcoma,GI-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1698,1698,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
158,294,decreases cell proliferation,Fitness / Proliferation / Viability,,Gastric Cancer Cell Line,GSS,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1893,1893,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
159,295,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatoma Cell Line,JHH-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2001,2001,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
160,296,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatoma Cell Line,JHH-4,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1935,1935,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
161,297,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatoma Cell Line,JHH-5,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2143,2143,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
162,298,decreases cell proliferation,Fitness / Proliferation / Viability,,Hepatoma Cell Line,JHH-7,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2191,2191,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
163,299,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,JHOC-5,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2022,2022,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
164,300,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,JHOM-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1892,1892,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
165,301,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,JHOS-2,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1835,1835,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
166,302,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,JHOS-4,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,2021,2021,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
167,303,decreases cell proliferation,Fitness / Proliferation / Viability,,Mammary Gland Tumor Cell Line,JIMT-1,Negative Selection,Knockout,unidirectional,17637,Meyers RM (2017),29083409,train,1958,1958,0,13,"Fitness/Viability · Cancer · ZFP90, CHGA, ARRB1"
